company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Bunga Raya Island Resort & Spa,bungarayaresort.com,88271000,"Polish Bay, Gaya Island, P.O. Box 22036, Luyang, 88778, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,22036,Hospitality,PROSPECT,48,http://www.bungarayaresort.com,,,General Manager,rsvn.bungaraya@echoresorts.com,,6,WARM,Others,48,NO,,,YES,YES,,,,0791,MAH Directory,3,Email,3780,150,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
C'Haya Hotel Tanjung Aru,chayahotel.com,+6088211858,"Lot 7, Jalan Tanjung Aru, 88100, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88100,Hospitality,PROSPECT,66,http://www.chayahotel.com,,,General Manager,chayahoteltgaru@gmail.com,,9,HOT,5 Star,66,NO,,,YES,YES,,,,0993,MAH Directory,3,Email,5130,150,Not Started,,1C,5 Star | 66 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Waterfront Kota Kinabalu,discoverasr.com,+6088262000,"G-08, Jalan Tun Fuad Stephens, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,396,https://www.discoverasr.com/en,,,General Manager,enquiry.cwkk@the-ascott.com,,10,HOT,4 Star,396,NO,,,YES,YES,,,,1728,MAH Directory,3,Email,46728,220,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Cititel Express Kota Kinabalu,cititelexpress.com,+6088521188,"No. 1, Jalan Singgah Mata 1, Asia City, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,180,http://www.cititelexpress.com,,,General Manager,infobki@cititelexpress.com,,11,HOT,3 Star,180,NO,,,YES,YES,,,,0615,MAH Directory,3,Email,14580,150,Not Started,,1C,3 Star | 180 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
De Leon Hotel,hoteldeleon.com.my,+6089881222,"MDLD 6893-6898, Lot 1-6, Block L, Darvel Commercial Centre, 91100, Lahad Datu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91100,Hospitality,PROSPECT,46,http://www.hoteldeleon.com.my,,,General Manager,deleon.hotel@gmail.com,,8,HOT,3 Star,46,NO,,,YES,YES,,,,0579,MAH Directory,3,Email,3510,150,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Dreamtel Kota Kinabalu,dreamtelgroup.com,+6088240333,"5 Jalan Padang, Kota Kinabalu, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,160,http://www.dreamtelgroup.com,,,General Manager,enquiry.kotakinabalu@dreamtelgroup.com,,11,HOT,3 Star,160,NO,,,YES,YES,,,,0947,MAH Directory,3,Email,12960,150,Not Started,,1C,3 Star | 160 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Felda Residence Sahabat,plantationresorts.com.my,+6089811300,"Peti Surat No. 2, Pos Cenderawasih, 91150, Lahad Datu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91150,Hospitality,PROSPECT,38,http://www.plantationresorts.com.my,,,General Manager,resorts.prsb@felda.net.my,,8,HOT,3 Star,38,NO,,,YES,YES,,,,0381,MAH Directory,3,Email,2970,150,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Gaya Centre Hotel,gayacentre.com,+6088245567,"Jalan Tun Fuad Stephens, P.O Box 13751, 88843, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,13751,Hospitality,PROSPECT,256,http://www.gayacentre.com,,,General Manager,reservation@gayacentre.com,,11,HOT,3 Star,256,NO,,,YES,YES,,,,0715,MAH Directory,3,Email,20520,150,Not Started,,1C,3 Star | 256 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Gayana Eco Resort,gayana-eco-resort.com,+6088271098,"Malohom Bay, Gaya Island, Tunku Abdul Rahman Park, 88450, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88450,Hospitality,PROSPECT,44,http://www.gayana-eco-resort.com,,,General Manager,guest.service@gayana-eco-resort.com,,6,WARM,5 Star,44,NO,,,YES,YES,,,,0582,MAH Directory,3,Email,3510,150,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Golden Hotel,goldenhotel.com.my,+6088221669,"No. 1, Lorong 14, Jalan Kg. Semulan, 88100, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88100,Hospitality,PROSPECT,71,https://www.goldenhotel.com.my,,,General Manager,info@goldenhotel.com.my,,11,HOT,3 Star,71,NO,,,YES,YES,,,,1571,MAH Directory,3,Email,5670,150,Not Started,,1C,3 Star | 71 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Inhotel,grandinhotel.my,+60196132988,"G22, 6th-17th Floor, Inanam Mall, Jalan Nounton, Inanam, 88450, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88450,Hospitality,PROSPECT,203,https://grandinhotel.my,,,General Manager,info@grandinhotel.my,+60196132988,10,HOT,Others,203,YES,+60196132988,mah_directory,YES,YES,,,,1788,MAH Directory,1,WhatsApp,16200,150,Not Started,,1B,203 rooms | Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hilton Kota Kinabalu,hilton.com,+6088356000,"Jalan Tunku Abdul Rahman, Asia City, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,313,https://www.hilton.com/en/hotels/bkikkhi-hilton-kota-kinabalu/,,,General Manager,kotakinabalu.info@hilton.com,,8,HOT,5 Star,313,NO,,,YES,YES,,,,0884,MAH Directory,3,Email,25110,150,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Holiday Inn Express Kota Kinabalu City Centre,ihg.com,+6088275259,"Jalan Tunku Abdul Rahman, Pusat Bandar Kota Kinabalu, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,250,http://www.ihg.com,,,General Manager,info.bkikk@ihg.com,,9,HOT,Others,250,NO,,,YES,YES,,,,1507,MAH Directory,3,Email,20250,150,Not Started,,1C,250 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Horizon Hotel,horizonhotelsabah.com,+6088518000,"Jalan Pantai, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,180,http://www.horizonhotelsabah.com,,,General Manager,info@horizonhotelsabah.com,,11,HOT,4 Star,180,NO,,,YES,YES,,,,0714,MAH Directory,3,Email,21384,220,Not Started,,1C,4 Star | 180 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel 17,hotel17kk.my,+6088486771,"Lot 75A, Sedco Industrial Estate, Jalan Kilang Kolombong, 88450, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88450,Hospitality,PROSPECT,48,https://www.hotel17kk.my/,,,General Manager,hotel17kk@gmail.com,,6,WARM,Others,48,NO,,,YES,YES,,,,1572,MAH Directory,3,Email,3780,150,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Emas,hotelemas.com,+6089762000,"TB 2103, North Road, 91000, Tawau, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91000,Hospitality,PROSPECT,102,http://www.hotelemas.com,,,General Manager,emas@teckguan.com,,11,HOT,3 Star,102,NO,,,YES,YES,,,,0291,MAH Directory,3,Email,8100,150,Not Started,,1C,3 Star | 102 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Grandis,hotelgrandis.com,+6088522888,"Suria Sabah Shopping Mall, 1 Jalan Tun Fuad Stephens, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,188,http://www.hotelgrandis.com,,,General Manager,info@hotelgrandis.com,,11,HOT,4 Star,188,NO,,,YES,YES,,,,0917,MAH Directory,3,Email,22176,220,Not Started,,1C,4 Star | 188 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Juta Keningau,sabah.com.my,+6087337888,"Locked Bag No. 1, 89000 Keningau, Sabah, Keningau, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,89000,Hospitality,PROSPECT,91,http://www.sabah.com.my/juta,,,General Manager,hjuta@hotmail.com,,11,HOT,3 Star,91,NO,,,YES,YES,,,,0438,MAH Directory,3,Email,7290,150,Not Started,,1C,3 Star | 91 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel No. 5,hotelno5.com,+6088273030,"No. 1 Jalan Pintas, Sabah, 8830, Penampang, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,,Hospitality,PROSPECT,117,http://hotelno5.com/,,,General Manager,enquiry@hotelno5.com,,11,HOT,3 Star,117,NO,,,YES,YES,,,,0932,MAH Directory,3,Email,9450,150,Not Started,,1C,3 Star | 117 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Sandakan,hotelsandakan.com.my,+6089221122,"Block 83 Town Centre, 4th Avenue, 90000, Sandakan, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,90000,Hospitality,PROSPECT,105,http://www.hotelsandakan.com.my,,,General Manager,sales@hotelsandakan.net,,11,HOT,4 Star,105,NO,,,YES,YES,,,,0424,MAH Directory,3,Email,12276,220,Not Started,,1C,4 Star | 105 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Sixty3,hotelsixty3.com,+6088212663,"63, Jalan Gaya, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,100,http://www.hotelsixty3.com,,,General Manager,info@hotelsixty3.com,,11,HOT,3 Star,100,NO,,,YES,YES,,,,0777,MAH Directory,3,Email,8100,150,Not Started,,1C,3 Star | 100 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Howard Johnson By Wyndham Kota Kinabalu City Centre,shangrilakk.com,+6088212800,"75, Bandaran Berjaya, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,121,http://www.shangrilakk.com,,,General Manager,enquiries@kkshang.com,,11,HOT,3 Star,121,NO,,,YES,YES,,,,0039,MAH Directory,3,Email,9719,150,Not Started,,1C,3 Star | 121 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hyatt Centric Kota Kinabalu,hyatt.com,+6088276870,"No 18, Jalan Haji Saman, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,222,https://www.hyatt.com/en-US/hotel/malaysia/hyatt-centric-kota-kinabalu/bkict,,,General Manager,hyattcentrickotakinabalu@hyatt.com,,9,HOT,5 Star,222,NO,,,YES,YES,,,,1616,MAH Directory,3,Email,17820,150,Not Started,,1C,5 Star | 222 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hyatt Regency Kinabalu,kinabalu.regency.hyatt.com,+6088221234,"Jalan Datuk Salleh Sulong, 88991, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88991,Hospitality,PROSPECT,288,http://www.kinabalu.regency.hyatt.com,,,General Manager,kinabalu.regency@hyatt.com,,9,HOT,5 Star,288,NO,,,YES,YES,,,,0294,MAH Directory,3,Email,23220,150,Not Started,,1C,5 Star | 288 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ibis Styles Kota Kinabalu Hotel,ibisstyles.com,+6088386300,"No. 1, Jalan Taipan 28, Inanam, 88450, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88450,Hospitality,PROSPECT,184,http://www.ibisstyles.com,,,General Manager,ibisstyleskk.gm@gmail.com,,11,HOT,3 Star,184,NO,,,YES,YES,,,,1293,MAH Directory,3,Email,14850,150,Not Started,,1C,3 Star | 184 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Jesselton Hotel,jesseltonhotel.com,+6088223333,"69, Jalan Gaya, P.O. Box 10401, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,10401,Hospitality,PROSPECT,44,https://jesseltonhotel.com/,,,General Manager,nosmalplusjh.ac@gmail.com,,8,HOT,3 Star,44,NO,,,YES,YES,,,,0413,MAH Directory,3,Email,3510,150,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Jpod Hotel,jpod.my,+6088236857,"Lot No. 49-53, Block H, Lorong Ikan Juara 5, Sadong Jaya, Karamunsing, 88100, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88100,Hospitality,PROSPECT,106,http://www.jpod.my,,,General Manager,info@jpod.my,,9,HOT,Others,106,NO,,,YES,YES,,,,1503,MAH Directory,3,Email,8370,150,Not Started,,1C,106 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kudat Golf & Marina Resort,kudatgolfmarinaresort.com,+6088611211,"Off Jalan Urus Setia, 89057, Kudat Sabah,, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,89057,Hospitality,PROSPECT,88,http://www.kudatgolfmarinaresort.com/,,,General Manager,info@kudatgolfmarinaresort.com,,11,HOT,4 Star,88,NO,,,YES,YES,,,,1408,MAH Directory,3,Email,10296,220,Not Started,,1C,4 Star | 88 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
L A Hotel,lahotel.com.my,+6089762299,"MPT 299, Jalan St. Patrick (off Jalan Belunu), 91000 Tawau, Sabah, 91000, Tawau, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91000,Hospitality,PROSPECT,106,http://www.lahotel.com.my/,,,General Manager,rooms@lahotel.com.my,,11,HOT,3 Star,106,NO,,,YES,YES,,,,0828,MAH Directory,3,Email,8370,150,Not Started,,1C,3 Star | 106 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
La.Mer Butik Hotel,,+601548761818,"Bay Suites, Lorong Bayu, Off Jalan Istiadat, 88400, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88400,Hospitality,PROSPECT,23,,,,General Manager,baysuitesfrontdesk@gmail.com,+601548761818,6,WARM,Others,23,YES,+601548761818,mah_directory,YES,YES,,,,1890,MAH Directory,3,WhatsApp,2700,150,Not Started,,1B,Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Labuk Hotel,,+6089271164,"Lot 3-7, Block C2, Bandar Labuk Jaya, 90000, Sandakan, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,90000,Hospitality,PROSPECT,34,,,,General Manager,labukhotel@yahoo.com,,4,COLD,1 Star,34,NO,,,YES,YES,,,,0676,MAH Directory,3,Email,2700,150,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Le Meridien Kota Kinabalu,lemeridienkotakinabalu.com,+6088322222,"Jalan Tun Fuad Stephens, Sinsuran, 88000, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88000,Hospitality,PROSPECT,412,http://www.lemeridienkotakinabalu.com,,,General Manager,reservations.kk@lemeridien.com,,5,WARM,5 Star,412,NO,,,YES,YES,,,,0456,MAH Directory,3,Email,33210,150,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Livingston Hotel,,+6089204222,"North Road, Mile 4, 90000, Sandakan, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,90000,Hospitality,PROSPECT,275,,,,General Manager,mgtmiracle204@gmail.com,,8,HOT,Others,275,NO,,,YES,YES,,,,1585,MAH Directory,3,Email,22140,150,Not Started,,1C,275 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Mabul Beach Resort,scuba-junkie.com,+6089785372,"Block B, Lot 36, Semporna Seafront, P.O. Box 458, 91308, Semporna, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91308,Hospitality,PROSPECT,24,http://www.scuba-junkie.com,,,General Manager,info@scuba-junkie.com,,8,HOT,4 Star,24,NO,,,YES,YES,,,,0614,MAH Directory,3,Email,3960,220,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Manukan Island Resort,suterasanctuarylodges.com.my,+6088487466,"c/o Sutera Sanctuary Lodges Sdn Bhd, Block B, Lot 9, Ground Floor, Signature Office, KK Times Square, Off Coastal Highway, 88100, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88100,Hospitality,PROSPECT,18,http://www.suterasanctuarylodges.com.my,,,General Manager,info@suterasanctuarylodges.com.my,,8,HOT,3 Star,18,NO,,,YES,YES,,,,1261,MAH Directory,3,Email,2700,150,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Marriott Hotel Kota Kinabalu,marriott.com,+6088286888,"Jalan Tun Fuad Stephens, 88400, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88400,Hospitality,PROSPECT,332,https://www.marriott.com/en-us/hotels/bkikk-kota-kinabalu-marriott-hotel/,,,General Manager,mhrs.bkikk.info@marriotthotels.com,,8,HOT,5 Star,332,NO,,,YES,YES,,,,1352,MAH Directory,3,Email,26730,150,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
