company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Alila Bangsar Kuala Lumpur,,+60322683888,"54, Jalan Ang Seng, 50470, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50470,Hospitality,PROSPECT,158,,,,General Manager,kulal-reservation@hyatt.com,,9,HOT,5 Star,158,NO,,,YES,YES,,,,1188,MAH Directory,2,Email,13536,160,Not Started,,1C,5 Star | 158 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aloft Kuala Lumpur Sentral,marriott.com,+60327231188,"No. 5 Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50470,Hospitality,PROSPECT,482,https://www.marriott.com/en-us/hotels/kulal-aloft-kuala-lumpur-sentral,,,General Manager,aloft.kualalumpur@alofthotels.com,,8,HOT,4 Star,482,NO,,,YES,YES,,,,0833,MAH Directory,2,Email,64799,250,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aloft Langkawi Pantai Tengah,marriott.com,+6049525252,"Lot PT 701, Jalan Pantai Tengah, Mukim Kedawang, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,208,https://www.marriott.com/en-us/hotels/lgkal-aloft-langkawi-pantai-tengah/overview/,,,General Manager,,,8,HOT,4 Star,208,NO,,,NO,YES,,,,1436,MAH Directory,3,Phone,20087,180,Not Started,,1D,4 Star | 208 rooms | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aman Tioman Beach Resort,amantioman.com,+6094197788,"Lot 73, Kampung Paya, Pulau Tioman, 26800, Rompin, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26800,Hospitality,PROSPECT,119,http://www.amantioman.com,,,General Manager,admin@amantioman.com,,9,HOT,4 Star,119,NO,,,YES,YES,,,,1433,MAH Directory,3,Email,11340,180,Not Started,,1C,4 Star | 119 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amansari Hotel Desaru,amansarihotels.com,,"Jalan Kempas 1 Taman Desaru Utama, Bandar Penawar, 82200, Kota Tinggi, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,82200,Hospitality,PROSPECT,238,http://www.amansarihotels.com,,,General Manager,info.hd@amansarihotels.com,,10,HOT,3 Star,238,NO,,,YES,YES,,,,1191,MAH Directory,3,Email,16614,130,Not Started,,1C,3 Star | 238 rooms | Email,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amansari Hotel Nusajaya,amansarihotels.com,+6078691168,"Jalan Persiaran Nusa Puncak, Taman Nusa Puncak, 81550, Gelang Patah, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81550,Hospitality,PROSPECT,322,http://www.amansarihotels.com/,,,General Manager,info.nj@amansarihotels.com,,10,HOT,3 Star,322,NO,,,YES,YES,,,,1211,MAH Directory,3,Email,22464,130,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amari Johor Bahru,amari.com,+6072668888,"No. 82C, Jalan Trus, 80000, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80000,Hospitality,PROSPECT,242,http://www.amari.com,,,General Manager,reservations.johorbahru@amari.com,,9,HOT,5 Star,242,NO,,,YES,YES,,,,1196,MAH Directory,3,Email,16847,130,Not Started,,1C,5 Star | 242 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amari Kuala Lumpur,amari.com,+60323305800,"No. 3, Jalan Bangsar, KL Eco City, Kuala Lumpur, 59200, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,59200,Hospitality,PROSPECT,252,https://www.amari.com/,,,General Manager,,,9,HOT,5 Star,252,NO,,,NO,YES,,,,1601,MAH Directory,2,Phone,21600,160,Not Started,,1D,5 Star | 252 rooms | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amerald Resort Hotel,ameraldresort.com,+6078243000,"Lot 1231, Jalan Kg Punggai, Sungai Rengit, 81600, Pengerang, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81600,Hospitality,PROSPECT,251,https://www.ameraldresort.com/,,,General Manager,info@ameraldresort.com,,11,HOT,4 Star,251,NO,,,YES,YES,,,,1287,MAH Directory,3,Email,27000,200,Not Started,,1C,4 Star | 251 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amerin Hotel,amerinhotel.com.my,+6072342571,"35, Jalan Persisiran Perling 1, Taman Perling, 82100, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,82100,Hospitality,PROSPECT,176,http://www.amerinhotel.com.my,,,General Manager,reservation@amerinhotel.com.my,,11,HOT,3 Star,176,NO,,,YES,YES,,,,1141,MAH Directory,3,Email,12168,130,Not Started,,1C,3 Star | 176 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ames Hotel,ames-hotel.com,+6063183999,"Jalan PKAK 2, Pusat Komersial Ayer Keroh, 75450, Ayer Keroh, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75450,Hospitality,PROSPECT,255,https://www.ames-hotel.com/,,,General Manager,sales@ames-hotel.com,,8,HOT,5 Star,255,NO,,,YES,YES,,,,1491,MAH Directory,3,Email,16416,120,Not Started,,1C,5 Star | 255 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amigo Hotel Bintulu,bintulu.amigohotels.com.my,+6086345888,"Lot 4438 of 4341, Shahida Commercial Centre, Jalan Abang Galau, Bintulu Down District, 97000, Bintulu, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,97000,Hospitality,PROSPECT,86,http://bintulu.amigohotels.com.my/,,,General Manager,reservations@bintulu.amigohotels.com.my,,8,HOT,Others,86,NO,,,YES,YES,,,,1621,MAH Directory,3,Email,5400,120,Not Started,,1C,86 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Amverton Cove Golf & Island Resort Sdn Bhd,amvertoncove.com,+60331233888,"PT 673, Jalan Pulau Carey, Mukim Jugra, 42960, Pulau Carey, Selangor, Malaysia,",Petaling Jaya,Selangor,Malaysia,42960,Hospitality,PROSPECT,45,http://www.amvertoncove.com,,,General Manager,enquiries@amvertoncove.com,,9,HOT,4 Star,45,NO,,,YES,YES,,,,0900,MAH Directory,2,Email,4212,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Anantara Desaru Coast Resort & Villas,anantara.com,+6078280888,"Jalan Desaru, Desaru Coast, Bandar Penawar, 81930, Desaru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81930,Hospitality,PROSPECT,123,http://www.anantara.com,,,General Manager,desaru@anantara.com,,9,HOT,5 Star,123,NO,,,YES,YES,,,,1462,MAH Directory,3,Email,8423,130,Not Started,,1C,5 Star | 123 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ancasa Hotel Kuala Lumpur,ancasa-hotel.com,+60320266060,"Jalan Tun Tan Cheng Lock, 50786, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50786,Hospitality,PROSPECT,300,http://www.ancasa-hotel.com,,,General Manager,reservation@ancasahotels.com,,12,HOT,4 Star,300,NO,,,YES,YES,,,,0207,MAH Directory,2,Email,40500,250,Not Started,,1C,4 Star | 300 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ancasa Resort Port Dickson,ancasahotels.com,+6066627288,"Batu 8 1/2 Jalan Pantai Teluk Kemang, 71050, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71050,Hospitality,PROSPECT,198,http://www.ancasahotels.com,,,General Manager,reservation@ancasapd.com,,9,HOT,4 Star,198,NO,,,YES,YES,,,,0311,MAH Directory,3,Email,19116,180,Not Started,,1C,4 Star | 198 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ancasa Royale Pekan Pahang,ancasaroyale.com,+6094246600,"No. 2670, Jalan Pekan - Kuantan, 26600, Pekan, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26600,Hospitality,PROSPECT,133,http://www.ancasaroyale.com,,,General Manager,sales@ancasaroyale.com,,9,HOT,4 Star,133,NO,,,YES,YES,,,,0984,MAH Directory,3,Email,12636,180,Not Started,,1C,4 Star | 133 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Angsana Teluk Bahang,angsana.com,+6048170888,"11, Jalan Teluk Bahang, 11050, Teluk Bahang, Penang, Malaysia,",George Town,Penang,Malaysia,11050,Hospitality,PROSPECT,250,https://www.angsana.com/en/malaysia/penang,,,General Manager,telukbahang@angsana.com,,9,HOT,5 Star,250,NO,,,YES,YES,,,,1516,MAH Directory,3,Email,16200,120,Not Started,,1C,5 Star | 250 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ansa Kuala Lumpur,ansahotels.com,+60321465000,"101 Jalan Bukit Bintang, 55100, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,55100,Hospitality,PROSPECT,168,https://www.ansahotels.com/kualalumpur/,,,General Manager,sales@ansahotels.com,,12,HOT,4 Star,168,NO,,,YES,YES,,,,0651,MAH Directory,2,Email,22500,250,Not Started,,1C,4 Star | 168 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arcadia Beach Resort,arcadiabeachresort.com.my,+60138831010,"Lot 9C & 9D, 1st Floor, Seafest Complex, Jalan Kastam, 91308, Semporna, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,91308,Hospitality,PROSPECT,44,https://www.arcadiabeachresort.com.my/,,,General Manager,booking.arcadiabeachresort@gmail.com,+60138831010,9,HOT,4 Star,44,YES,+60138831010,mah_directory,YES,YES,,,,1758,MAH Directory,1,WhatsApp,5148,220,Not Started,,1B,4 Star | Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Areca Hotel,arecahotelpenang.com,+6042610081,"No. 5 - 27, Jalan Khoo Sian Ewe, 10050, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10050,Hospitality,PROSPECT,48,http://www.arecahotelpenang.com,,,General Manager,info@arecahotelpenang.com,,8,HOT,3 Star,48,NO,,,YES,YES,,,,1248,MAH Directory,3,Email,3024,120,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arena Premier Hotel,arenahotel.com.my,+6067608998,"Arena Seremban, Jalan Permata 1, 70200, Seremban, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,70200,Hospitality,PROSPECT,99,https://arenahotel.com.my/,,,General Manager,info@arenahotel.com.my,,9,HOT,3 Star,99,NO,,,YES,YES,,,,1774,MAH Directory,3,Email,6264,120,Not Started,,1C,3 Star | 99 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arenaa Star Luxury Hotel,arenaastar.com.my,+60320726988,"No. 57, Jalan Hang Lekiu, 50100, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50100,Hospitality,PROSPECT,102,http://www.arenaastar.com.my,,,General Manager,enquiry-star@arenaahotelsgroup.com,,12,HOT,3 Star,102,NO,,,YES,YES,,,,0909,MAH Directory,2,Email,8640,160,Not Started,,1C,3 Star | 102 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Armada Hotel Petaling Jaya,armada.com.my,+60379546888,"Lot 6, Lorong Utara C Section 52, 46200, Petaling Jaya, Selangor, Malaysia,",Petaling Jaya,Selangor,Malaysia,46200,Hospitality,PROSPECT,257,http://www.armada.com.my,,,General Manager,armada@armada.com.my,,12,HOT,4 Star,257,NO,,,YES,YES,,,,0189,MAH Directory,2,Email,24948,180,Not Started,,1C,4 Star | 257 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Armenian Street Heritage Hotel,armenianstheritagehotel.com,+6042623888,"139, Jalan Carnovan, 10200, Penang, Penang, Malaysia,",George Town,Penang,Malaysia,10200,Hospitality,PROSPECT,92,http://www.armenianstheritagehotel.com,,,General Manager,abhldgs@yahoo.com,,8,HOT,2 Star,92,NO,,,YES,YES,,,,0871,MAH Directory,3,Email,5832,120,Not Started,,1C,92 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aroma Hotel,aromahotel.com.my,+6043238111,"11, Butterworth Business City Centre, Jalan Raja Uda, 12300, Butterworth, Penang, Malaysia,",George Town,Penang,Malaysia,12300,Hospitality,PROSPECT,265,http://www.aromahotel.com.my,,,General Manager,info@aromahotel.com.my,,11,HOT,3 Star,265,NO,,,YES,YES,,,,0784,MAH Directory,3,Email,17064,120,Not Started,,1C,3 Star | 265 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arte By Thomas Chan,artebythomaschan.com,+60362114888,"Level 66, Tower 2, Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, 50480, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50480,Hospitality,PROSPECT,74,https://www.artebythomaschan.com/,,,General Manager,enquiry@artebythomaschan.com,,10,HOT,Others,74,NO,,,YES,YES,,,,1551,MAH Directory,2,Email,6336,160,Not Started,,1C,74 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Asaya Hotel Kota Kinabalu,asayahotelkk.com,+6088384408,"Ground to 6th Floor,, Jalan Metro 2, Metro Town off Jalan Lintas, 88300, Kota Kinabalu, Sabah, Malaysia,",Kota Kinabalu,Sabah,Malaysia,88300,Hospitality,PROSPECT,103,https://asayahotelkk.com/,,,General Manager,finance.avangiohotel@gmail.com,,11,HOT,4 Star,103,NO,,,YES,YES,,,,1056,MAH Directory,3,Email,11880,220,Not Started,,1C,4 Star | 103 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ascott Gurney Penang,the-ascott.com,+6043707000,"18, Persiaran Gurney, 10250, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10250,Hospitality,PROSPECT,135,http://www.the-ascott.com,,,General Manager,enquiry.penang@the-ascott.com,,9,HOT,5 Star,135,NO,,,YES,YES,,,,0417,MAH Directory,3,Email,8640,120,Not Started,,1C,5 Star | 135 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ascott Kuala Lumpur,the-ascott.com,+60321426868,"No. 9, Jalan Pinang, 50450, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50450,Hospitality,PROSPECT,221,http://www.the-ascott.com,,,General Manager,enquiry.kualalumpur@the-ascott.com,,12,HOT,4 Star,221,NO,,,YES,YES,,,,0332,MAH Directory,2,Email,29700,250,Not Started,,1C,4 Star | 221 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ascott Sentral Kuala Lumpur,the-ascott.com,+60327279999,"No. 211, Jalan Tun Sambanthan, KL Sentral, 50470, Kuala Lumpur, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50470,Hospitality,PROSPECT,157,http://www.the-ascott.com/,,,General Manager,enquiry.kualalumpur@the-ascott.com,,12,HOT,4 Star,157,NO,,,YES,YES,,,,0882,MAH Directory,2,Email,21150,250,Not Started,,1C,4 Star | 157 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ascott Stars Klcc,discoverasr.com,+60327186788,"1, Jalan Yap Kwan Seng, Kampung Baru, 50450, Wilayah Persekutuan, Kuala Lumpur, Malaysia,",Kuala Lumpur,Kuala Lumpur,Malaysia,50450,Hospitality,PROSPECT,298,https://www.discoverasr.com/en/ascott-the-residence/malaysia/ascott-star-klcc-kuala-lumpur,,,General Manager,reservation.kl@the-ascot.com,,10,HOT,5 Star,298,NO,,,YES,YES,,,,1586,MAH Directory,2,Email,25632,160,Not Started,,1C,5 Star | 298 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Asia Melaka Hotel,,+6062898555,"No. 1B, Jalan Melaka Raya, 75000, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75000,Hospitality,PROSPECT,286,,,,General Manager,enquiry@straitshotelsuites.com,,9,HOT,4 Star,286,NO,,,YES,YES,,,,1062,MAH Directory,3,Email,27540,180,Not Started,,1C,4 Star | 286 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Austin Park Hotel,,+6073603000,"No. 71, Jalan Austin Heights 8/2, Taman Mount Austin, 81100, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81100,Hospitality,PROSPECT,108,,,,General Manager,info@austinparkhotel.com,,8,HOT,Others,108,NO,,,YES,YES,,,,1425,MAH Directory,3,Email,7488,130,Not Started,,1C,108 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Avillion Admiral Cove,avillion.com,+6066470888,"Batu 5 1/2 Jalan Pantai, 71050, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71050,Hospitality,PROSPECT,156,http://www.avillion.com,,,General Manager,res@avillionadmiralcove.com,,9,HOT,4 Star,156,NO,,,YES,YES,,,,0555,MAH Directory,3,Email,14903,180,Not Started,,1C,4 Star | 156 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Az Hotel & Serviced Apartments,,+6087581333,"Unit G15A, Paragon Labuan Centre, Jalan Tun Mustapha, 87000, Labuan, Labuan, Malaysia,",Labuan,Labuan,Malaysia,87000,Hospitality,PROSPECT,142,,,,General Manager,reservation@azhotellbn.com,,8,HOT,3 Star,142,NO,,,YES,YES,,,,1524,MAH Directory,3,Email,9072,120,Not Started,,1C,3 Star | 142 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Baba House Melaka,babahouse.com.my,+6062806888,"No. 121 - 127, Jalan Tun Tan Cheng Lock, 75200, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75200,Hospitality,PROSPECT,100,http://www.babahouse.com.my/,,,General Manager,info@babahouse.com.my,,10,HOT,4 Star,100,NO,,,YES,YES,,,,0514,MAH Directory,3,Email,9720,180,Not Started,,1C,4 Star | 100 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
